endpoint1,endpoint2
192,1425
587,727
94,633
596,843
12,923
554,938
1391,1709
484,1683
207,1980
362,899
668,1529
134,1637
461,485
171,304
283,1354
831,1332
1627,1790
310,1377
951,1726
272,277
646,695
1148,1690
71,1147
50,1868
1792,1859
674,800
36,1424
303,741
301,409
446,709
733,1771
13,1024
545,1960
73,1313
225,1094
652,1335
844,925
682,839
36,1658
94,1333
177,1850
619,687
309,333
676,875
328,1186
1328,1768
898,970
1002,1553
1035,1231
1040,1159
1104,1978
1184,1912
469,1851
662,1996
420,1450
436,938
67,671
1604,1861
1345,1401
333,1448
268,784
378,1364
752,1507
625,764
1293,1392
1287,1900
665,1139
432,433
265,1891
203,1382
931,1451
545,1846
1690,1750
460,1436
1330,1921
574,739
1144,1769
349,1974
190,1262
1056,1807
1041,1656
636,681
90,127
986,1666
1407,1452
547,1869
460,1445
863,1729
603,1744
1218,1841
1863,1992
199,524
935,1071
217,223
1608,1972
180,1446
189,1233
136,1893
691,1600
815,1292
310,1268
1166,1523
272,1620
226,1391
107,1237
256,586
498,911
496,1337
490,555
978,1369
1257,1863
615,810
1151,1327
154,730
779,1913
1163,1352
50,1814
647,1042
628,1098
1627,1890
570,1315
361,816
372,717
381,1194
685,1686
177,1089
204,1437
31,910
145,560
184,1215
489,769
1407,1778
164,1659
1709,1820
28,127
285,330
358,1189
141,831
355,1553
898,980
906,1603
531,827
1184,1583
293,1381
928,1672
402,1320
789,1526
40,294
1047,1956
1011,1636
69,1649
1089,1409
23,1503
666,1547
668,1940
256,1894
94,1389
1660,1852
527,1377
65,210
1609,1991
461,1494
15,985
46,1383
178,907
994,1668
489,1290
657,1585
178,1093
1100,1838
168,748
1849,1862
994,1284
634,1820
673,926
1417,1563
305,716
503,1851
547,1033
267,1052
796,1743
496,1277
1441,1586
33,1692
491,1910
593,1411
1829,1882
490,818
939,1848
474,610
301,1948
203,1489
278,1477
1003,1346
1057,1868
396,695
1053,1549
700,1153
1603,1864
767,985
392,1519
1151,1752
1259,1648
963,1138
908,914
683,891
402,1279
1238,1808
127,1630
1517,1521
718,1893
1445,1896
860,1384
713,888
992,1553
939,1138
42,1240
318,1276
138,1937
666,1256
763,928
340,558
723,832
619,917
190,1857
153,730
1475,1588
818,1780
1151,1503
668,675
119,1352
1360,1545
954,1912
1848,1982
948,1251
1607,1821
1007,1252
838,1416
481,672
1870,1933
99,1868
469,907
609,1697
426,1905
1216,1856
1098,1598
597,1970
1323,1559
1357,1792
1329,1912
289,1770
616,1646
1083,1306
855,1111
826,842
676,1503
1230,1654
283,1319
1444,1835
21,1329
1285,1811
233,1522
1382,1844
43,350
293,554
1105,1358
235,1926
919,1173
1226,1264
1342,1827
1877,1915
1263,1665
124,765
494,536
442,1236
33,1216
110,1327
11,129
1424,1805
243,925
316,1064
360,1286
484,583
321,329
15,1497
1459,1726
280,324
382,1332
1018,1355
1113,1394
1955,1991
433,465
201,624
1742,1984
938,1154
1066,1708
54,919
760,834
1515,1910
767,1295
1576,1775
175,914
1158,1667
1534,1749
111,1138
1301,1953
1701,1810
928,1347
617,1314
7,695
881,1355
768,840
1243,1341
664,1834
433,1169
1635,1899
988,1684
789,1780
1238,1368
1351,1854
578,1033
250,690
815,1528
1071,1207
1794,1853
1627,1642
37,1597
1111,1615
783,1584
929,1726
1077,1330
852,1095
624,808
1730,1747
409,1067
1379,1956
105,1647
1602,1918
1441,1498
741,1635
5,366
614,1090
832,1525
28,441
1453,1640
328,887
357,1346
974,1498
350,1905
95,172
756,1188
1151,1444
8,1866
303,1223
1391,1859
162,1011
800,1417
8,714
38,1866
1067,1900
1346,1505
1028,1394
334,1364
567,1166
78,504
1068,1999
1386,1918
485,1259
618,1604
1125,1748
406,1633
576,1468
1715,1759
223,1422
344,1420
655,1443
676,1242
346,718
348,737
504,1798
1567,1627
1408,1463
685,1239
437,1835
297,1045
1076,1752
320,1673
682,1407
614,1927
1114,1798
374,1980
370,1351
1697,1730
612,960
298,1477
752,1176
47,1134
1500,1677
682,1626
1522,1989
252,1367
750,880
779,1494
5,1708
1256,1470
364,851
509,1985
862,1161
17,778
1181,1748
802,1521
1574,1887
1784,1933
362,401
412,1560
1165,1298
1501,1638
724,1738
413,869
1328,1462
1885,1895
539,1034
531,1941
1257,1303
666,1451
1624,1677
428,1346
1490,1645
880,1775
470,630
235,943
463,1221
686,1663
298,1451
261,627
1103,1811
550,1069
528,942
635,1570
538,1498
756,1043
1155,1865
654,1075
300,1804
525,1311
112,1396
1168,1245
1021,1513
1238,1521
259,328
315,669
275,1311
590,1200
624,1442
630,1968
282,1885
381,1641
191,486
1044,1498
81,184
1564,1949
1863,1901
900,1136
748,1746
274,1309
672,1333
1412,1735
907,1534
107,1944
1283,1415
107,693
861,1286
332,819
50,1022
508,1257
1543,1645
1002,1824
620,801
91,1400
733,1594
655,927
709,1861
727,831
441,445
47,1733
1693,1973
1400,1815
543,1761
1921,1949
196,1691
238,1282
404,1996
1441,1786
1506,1708
147,1932
1192,1196
496,1013
541,1742
1659,1692
897,1330
1749,1892
226,1219
159,1778
30,1212
583,721
209,630
145,1565
1046,1382
83,294
1663,1718
409,1820
495,1025
771,824
940,1489
909,1649
994,1619
932,1521
762,1864
82,425
306,844
1116,1502
455,619
779,1652
1041,1500
1754,1973
207,466
585,1656
40,535
780,1346
356,1685
1324,1643
46,541
590,1968
1720,1877
524,803
1224,1619
516,1630
422,623
457,1118
165,1078
1322,1762
1314,1365
73,1275
301,959
345,1059
148,854
336,1212
725,1789
402,777
1324,1405
574,1198
68,1329
1394,1867
424,1662
18,988
942,952
1801,1930
1835,1950
499,1284
435,751
227,1257
1177,1210
585,1229
751,1223
326,1724
1414,1924
988,1429
260,676
197,1582
423,649
1111,1333
239,1783
385,965
856,1222
370,766
343,1951
105,1008
19,1356
484,1070
861,1682
474,1707
112,1785
548,1883
479,1695
0,857
310,1357
478,1156
1535,1568
198,899
408,1736
617,898
618,1861
1089,1973
1102,1825
774,941
1141,1166
177,647
930,1085
40,798
378,1357
829,1180
865,1277
134,1460
949,1456
135,420
799,1547
180,1030
276,1573
214,1691
35,391
224,1523
275,1362
352,1832
170,1498
273,485
1072,1581
1771,1950
94,555
1601,1805
377,1723
697,1549
405,1927
449,1426
582,1786
476,1066
191,1484
819,1580
186,645
107,421
523,1182
153,921
922,1333
249,1419
957,1144
365,1823
1718,1981
120,1335
553,1504
965,1400
229,1298
140,1647
1744,1846
189,671
914,1283
1052,1588
636,877
1697,1800
1281,1652
1201,1558
877,1189
682,1593
742,1013
280,1089
189,1529
251,1745
536,1777
1717,1966
469,924
1002,1285
861,1284
941,1731
1219,1625
599,1029
224,1193
531,1662
1024,1869
608,1005
868,1600
365,593
1237,1318
374,1374
371,1374
137,1766
151,1276
494,1425
63,378
766,1105
195,214
730,1372
323,1642
946,1493
116,235
534,777
787,1252
1777,1917
640,806
350,424
1136,1375
211,1734
1942,1984
41,938
199,1673
400,1640
1276,1475
597,893
853,1485
772,1314
780,1688
879,1753
11,1127
132,1657
704,997
1189,1872
1655,1832
484,1328
449,1466
88,524
294,633
921,1823
130,699
259,1238
379,842
1109,1658
1070,1488
203,768
426,1212
933,1167
1251,1364
576,1089
225,888
1176,1485
26,1498
528,1789
567,1978
98,1610
731,839
564,1966
101,1871
647,981
171,1289
613,987
217,1337
1499,1864
205,383
57,367
338,1286
1493,1649
237,788
575,992
140,1025
794,1115
1460,1898
830,1340
824,1991
53,1536
611,688
461,474
340,1386
1634,1885
902,1761
910,1346
789,1174
392,1679
392,1893
676,1904
126,460
401,891
150,1576
115,1572
95,688
473,1032
598,627
118,1829
545,605
736,1281
358,836
801,1959
557,1261
101,1879
9,1740
1432,1723
333,1957
61,192
114,710
945,1566
133,888
1333,1659
87,940
1105,1936
1438,1824
345,597
541,1718
1314,1948
62,783
947,1704
209,1011
180,1714
688,1821
24,878
836,1545
513,833
84,1547
503,1965
569,1559
759,805
1024,1429
884,1288
168,1779
323,967
107,702
257,351
794,845
86,855
1536,1599
512,1104
980,1556
1518,1874
408,1819
1570,1913
55,1335
186,1037
240,654
877,1788
614,1699
230,651
461,871
947,1117
69,1431
739,1813
1366,1934
1516,1689
1303,1579
620,1367
425,1406
1164,1865
906,1460
1480,1890
688,1236
1091,1849
701,1047
974,1379
183,1113
137,1000
152,1418
89,1060
14,494
301,963
234,901
170,213
745,867
384,888
998,1766
473,1701
185,975
2,169
421,1358
1351,1865
681,1763
108,714
1902,1935
206,767
193,1071
602,768
451,1172
216,461
450,907
404,1962
202,948
293,796
947,1448
392,1421
821,1500
148,822
151,1962
1315,1990
399,1624
137,969
560,711
932,1318
1183,1496
502,1711
1409,1660
882,1515
414,1929
877,1000
612,1485
60,749
954,1763
28,702
1106,1510
1300,1627
1631,1809
972,1902
339,1870
184,1865
167,1462
111,1239
204,218
79,397
733,1787
222,1818
62,1333
951,952
542,838
665,1135
742,923
741,1343
646,1247
1170,1348
664,1649
139,280
124,1666
1560,1948
398,855
356,963
364,435
170,696
1018,1468
519,523
551,1579
1522,1611
14,102
808,1689
920,1218
1021,1486
841,1883
1214,1838
285,956
1279,1490
297,1574
340,1340
703,1882
120,850
1207,1612
33,1395
346,414
806,1216
1042,1243
1267,1625
193,297
1276,1648
121,428
420,1493
165,563
387,1262
386,1966
614,1820
361,1349
1180,1184
424,1292
224,1223
1232,1300
128,1308
367,1747
426,1203
274,1744
574,1646
328,493
528,1285
788,1272
379,1112
1269,1863
227,1658
899,1748
1511,1819
18,346
1095,1227
1138,1490
420,1111
61,107
463,1237
128,1085
654,1449
1272,1503
561,1702
1432,1622
1379,1950
14,346
691,1785
1666,1897
460,1452
405,1493
1110,1355
718,1934
1182,1874
488,1960
722,1098
468,778
39,451
801,1035
414,815
1070,1725
362,688
1645,1910
92,1991
226,598
1,675
1216,1844
681,1200
94,425
242,341
799,1485
253,1867
888,949
70,783
254,1745
16,1090
111,626
597,740
372,480
1127,1377
493,1267
1352,1437
875,1523
195,1589
775,1644
0,1773
593,1181
557,1063
872,1354
1457,1888
88,441
933,1900
890,1650
1487,1682
1644,1969
317,1193
221,275
1456,1967
18,322
1168,1964
1349,1572
391,1887
1408,1653
310,833
1112,1650
262,565
172,1292
1366,1367
1107,1816
886,1336
745,1204
297,1424
941,956
781,1003
158,1328
1538,1662
1034,1900
412,600
878,911
1112,1333
393,546
955,1210
178,1272
87,710
321,560
1133,1772
1336,1963
285,1094
772,1557
22,1680
655,1110
720,1670
271,1857
119,649
257,1243
676,1679
414,1289
351,831
851,893
398,440
690,1093
1557,1628
1238,1262
794,1792
729,1976
755,1694
473,1249
736,838
1006,1250
648,689
246,738
991,1228
764,1567
546,589
22,1816
266,1647
452,1849
1257,1450
1871,1975
1869,1895
213,1982
1131,1165
111,792
119,935
1001,1887
285,1135
302,1085
1377,1732
602,1344
626,1272
457,630
857,1478
655,1665
1725,1895
138,643
703,1521
282,497
41,181
351,796
8,1170
869,1023
324,1867
473,578
89,600
579,1295
936,1436
1060,1302
1299,1605
801,1441
1128,1888
561,834
945,1241
220,920
817,1992
245,1079
367,817
700,1561
1123,1890
1406,1958
593,1059
602,1720
923,1429
1066,1659
619,1666
358,1753
570,771
390,1832
164,1452
462,668
722,1673
440,605
235,1544
354,1311
384,1260
454,528
701,1265
9,1297
846,998
1298,1697
255,1599
116,1917
995,1021
1099,1751
266,1978
939,983
63,1027
1189,1597
463,794
770,1865
1202,1966
890,1265
637,1453
1712,1767
653,1009
1492,1681
354,1606
893,1283
301,1686
478,1780
934,1413
1150,1531
780,1670
681,1621
228,1286
559,1911
395,1469
496,1466
1007,1384
1761,1935
1282,1622
506,1615
1379,1905
14,868
910,1289
24,521
9,1415
